0,v_0 (V):,v_1 (V):,v_2 (V):,v_3 (V):,v_4 (V):,v_5 (V):,v_6 (V):,i_0 (A):,i_1 (A):,i_2 (A):,i_3 (A):,i_4 (A):,i_5 (A):,i_6 (A):,tq_0 (Nm):,tq_1 (Nm):,tq_2 (Nm):,tq_3 (Nm):,tq_4 (Nm):,tq_5 (Nm):,tq_6 (Nm):,pos_0 (m or rad):,pos_1 (m or rad):,pos_2 (m or rad):,pos_3 (m or rad):,pos_4 (m or rad):,pos_5 (m or rad):,pos_6 (m or rad):,pos_ref_0 (m or rad):,pos_ref_1 (m or rad):,pos_ref_2 (m or rad):,pos_ref_3 (m or rad):,pos_ref_4 (m or rad):,pos_ref_5 (m or rad):,pos_ref_6 (m or rad):,vel_0 (m/s or rad/s):,vel_1 (m/s or rad/s):,vel_2 (m/s or rad/s):,vel_3 (m/s or rad/s):,vel_4 (m/s or rad/s):,vel_5 (m/s or rad/s):,vel_6 (m/s or rad/s):,vel_ref_0 (m/s or rad/s),vel_ref_1 (m/s or rad/s),vel_ref_2 (m/s or rad/s),vel_ref_3 (m/s or rad/s),vel_ref_4 (m/s or rad/s),vel_ref_5 (m/s or rad/s),vel_ref_6 (m/s or rad/s),
6.44,-0.000380635366117,0.0105023266619,-2.71233083037,-0.940804261459,0.016106515552,0.0154954996092,0.015476492329,0.004109648293,0.208771373092,-54.5839394162,-18.8145635519,0.324689593857,0.312348662907,0.311035755718,0.00133058078469,0.0626207855931,-16.3779928483,-5.64435638494,0.0974282055138,0.0937249211281,0.0933232759583,-0.0000137686720336,-0.0000139698076964,-0.000073775954661,0.0000109672546387,-6.11512348314E-7,-8.90124624675E-7,6.19888305664E-6,0,0,0,0,0,0,0,-0.00364402402192,-0.0000264229165623,-0.0831745043397,-0.000171688501723,-0.000248767260928,-0.00157478684559,0.000137031660415,0,0,0,0,0,0,0,
6.48,-0.000457448962733,0.0103319027646,-2.71023075304,-0.940875453247,0.0160653213339,0.0155203851761,0.0154646190837,-0.0238887389867,0.207231926579,-54.441191819,-18.8177813856,0.320935687418,0.305617486373,0.311394492093,-0.00728945302711,0.0621745269009,-16.3343290187,-5.64533668503,0.0962776167315,0.0916453274356,0.0934358652149,-0.0000158548682521,-0.0000737864611438,-0.0000907731155166,9.53674316406E-6,9.53674316406E-7,-4.35959282186E-6,5.24520874023E-6,0,0,0,0,0,0,0,0.00845088250935,0.000443241675384,-0.0469492785633,0.0000561397173442,-0.000386653031455,-0.000693374138791,0.0000909311929718,0,0,0,0,0,0,0,
6.52,-0.000439673882501,0.0107602876862,-2.71168403858,-0.940802830948,0.0161689810795,0.015533323945,0.0155780586437,-0.0187055733811,0.234658157489,-54.0024439786,-18.8142347596,0.316372205253,0.316428597979,0.313967657787,-0.0056942728121,0.0705595506114,-16.1988062203,-5.64425524571,0.0948532664397,0.0949765970527,0.094210351377,-0.0000184774653462,-0.0000171138763108,-0.0000120308113765,0.0000123977661133,-2.01709099201E-6,-4.29266719948E-6,-4.73583241956E-7,0,0,0,0,0,0,0,0.00614783540368,-0.000087070693553,0.00350075867027,0.00001983018592,0.0000132038258016,-0.00345615157858,-0.0000385702587664,0,0,0,0,0,0,0,
6.56,-0.000348031530883,0.0104745324686,-2.71322964779,-0.940960759414,0.0161700119151,0.0154809094963,0.0156314962668,-0.0180558487453,0.206902901263,-54.193437348,-18.8197203314,0.32332200092,0.294893560926,0.311706521797,-0.00550921477464,0.0620493058114,-16.257438241,-5.64592030894,0.0969959482979,0.0883453630361,0.0935042615095,-0.0000135898435474,-0.0000291156466119,6.67572021484E-6,0.0000162124633789,-5.0385351642E-6,-3.74746468879E-6,-2.33267428484E-6,0,0,0,0,0,0,0,0.00599156459793,-0.000801189336926,-0.056436650455,0.00006648467388,-0.0000824821181595,0.000346235465258,0.000238596345298,0,0,0,0,0,0,0,
6.6,-0.000192052207002,0.0103851371423,-2.71393571272,-0.940986174835,0.0161579259091,0.0155647490147,0.0151001993694,-0.0269863146739,0.209348791293,-54.6133960038,-18.8184400132,0.326764418515,0.309993352368,0.304396403975,-0.00828877165662,0.0628183544583,-16.3868078157,-5.64552130827,0.0980593747238,0.0929871588111,0.0913388579974,-0.0000196099645109,-0.0000623036321485,0.0000357627868652,0.0000133514404297,-4.18449599238E-6,-3.25283372149E-6,0.000023365020752,0,0,0,0,0,0,0,0.00930607691407,-0.000538217776921,-0.0626187548041,-0.000227617507335,-0.000700568547472,-0.000247866875725,-0.000512729631737,0,0,0,0,0,0,0,
6.64,-0.000356811387009,0.010966408284,-2.71353292837,-0.940847701324,0.0161069734489,0.0154555037214,0.0152161184826,0.0336418317722,0.217622949552,-54.270952516,-18.8172612076,0.321279285594,0.308395599604,0.307616310565,0.0104323666943,0.0652726747313,-16.2812882044,-5.64518092212,0.0963766174833,0.0925127259243,0.0923123426771,-0.0000281333796011,8.10623168945E-6,0.0000252723693848,6.67572021484E-6,-1.4632297507E-6,3.81469726563E-6,0.0000176429748535,0,0,0,0,0,0,0,-0.00558839505538,-0.00168349978048,-0.0698006153107,0.0000604725355515,-0.000203347473871,0.00032127846498,0.000135529902764,0,0,0,0,0,0,0,
6.68,-0.000412756416098,0.0100409307219,-2.71464076414,-0.940850848449,0.0161225805058,0.0154990029519,0.0152474466839,-0.027840937061,0.201993134207,-54.2315942253,-18.8168271231,0.32002313109,0.321761983443,0.306906112259,-0.00851549619113,0.0606077279268,-16.2689680921,-5.64504655487,0.0959867020016,0.0966267777362,0.0920881434991,-0.000027298956411,4.76837158203E-6,0.000130176544189,0.0000100135803223,1.90734863281E-6,-7.18775072528E-6,0.0000162124633789,0,0,0,0,0,0,0,0.00168005016167,-0.000786193297245,0.0942280367017,-0.000238822714891,-0.0000492631224915,0.0000649138819426,-0.000463210541056,0,0,0,0,0,0,0,
6.72,-0.0000574595874595,0.00968301675091,-2.71366663351,-0.940951174987,0.0160506496766,0.0156961210151,0.0152602259197,-0.0122030815062,0.191297403871,-54.145953372,-18.8191247194,0.32087061643,0.322030147231,0.30529204991,-0.00375304019984,0.0573695300684,-16.2411503935,-5.6457382593,0.0962599984531,0.0966766085603,0.0915883444024,-0.0000146031852637,0.0000472068786621,0.0000991821289063,0.0000119209289551,5.24520874023E-6,-0.0000135117415994,0.0000157356262207,0,0,0,0,0,0,0,0.00633285706863,0.000262940011453,-0.0137459775433,-0.0000237577478401,0.0000111494300654,-0.00119036738761,0.000545760325622,0,0,0,0,0,0,0,
6.76,-0.000339109339201,0.00934636971722,-2.71487493887,-0.940995473159,0.0159041176179,0.0156948595132,0.0153405729809,0.0199545113294,0.186275337939,-54.23682921,-18.8337387233,0.316464663207,0.303017401715,0.305551504156,0.00620915921642,0.0558771675782,-16.2705431833,-5.65023686083,0.0949259182191,0.0908145556101,0.0916549516179,-0.0000120997401609,6.19888305664E-6,0.0000696182250977,0.0000181198120117,7.15255737305E-6,-0.0000129381469378,0.0000104904174805,0,0,0,0,0,0,0,-0.00670453626662,-0.000289491610602,-0.0700622573495,0.000112269335659,0.000245479517616,-0.000313218566589,-0.000646732631139,0,0,0,0,0,0,0,
6.8,-0.000617153149746,0.00987594506512,-2.71366844549,-0.941060323013,0.0160161743501,0.015603568817,0.0154420916118,0.0247418042515,0.190913873593,-54.6259464695,-18.8230664723,0.319695076163,0.325037255744,0.310438491193,0.00773158183585,0.0572191201804,-16.3907220872,-5.6469354418,0.095903286092,0.0976192257181,0.0931448528492,-5.90087302044E-6,6.67572021484E-6,0.0000557899475098,0.0000190734863281,6.19888305664E-6,-6.37051880403E-6,0.0000205039978027,0,0,0,0,0,0,0,0.00192934751976,-0.000714760215487,-0.105618111789,0.0000762908020988,0.000158353010193,0.00488247955218,0.000139836920425,0,0,0,0,0,0,0,
6.84,-0.000822562837187,0.00984909913311,-2.71196209349,-0.941144913925,0.0160622845033,0.0155747041765,0.0152248446026,-0.0402530705772,0.201251086065,-54.2104340482,-18.8219187417,0.321432804878,0.310406536309,0.303933971816,-0.0122742696218,0.0604109016813,-16.2628901493,-5.6465674597,0.0964314007536,0.0931128979992,0.0911755005428,7.03333171259E-6,0.0000205039978027,-0.0000145125559357,0.0000214576721191,1.90734863281E-6,-4.16150260207E-6,0.0000176429748535,0,0,0,0,0,0,0,0.00430799089372,-0.000546909635887,0.00127723894548,-7.21332617104E-6,0.00019645341672,0.00120817008428,-0.000695409951732,0,0,0,0,0,0,0,
6.88,-0.000541829955991,0.0103571569577,-2.71263788591,-0.9411148255,0.016042411659,0.0156517945084,0.0152755800762,0.0231966518752,0.205350064266,-54.3420287644,-18.8419815898,0.319069529065,0.310071672719,0.287194223398,0.00724260598751,0.0615900769892,-16.3033525547,-5.65275851928,0.0957060361852,0.0929968000036,0.0860056222016,-4.23193569077E-6,-0.0000361451347999,-4.20206424678E-6,0.0000219345092773,1.90734863281E-6,-6.08373693467E-6,0.0000128746032715,0,0,0,0,0,0,0,-0.00720932194963,0.000945158419199,0.0147326132283,-0.00089576782193,0.000116175506264,-0.000143442535773,-0.000328121706843,0,0,0,0,0,0,0,
6.92,-0.000723463153385,0.0116784581977,-2.71069789103,-0.941161841644,0.0160510900952,0.0154418380063,0.0152895990886,-0.02758452894,0.234271289091,-54.0680185152,-18.8227865907,0.320734715435,0.314359208462,0.305558606888,-0.00838465256428,0.0702872377702,-16.2191893937,-5.64683222521,0.0962180222431,0.0943537829414,0.0916656372755,1.01324440038E-6,-0.0000292637032544,-0.0000578921135457,0.0000243186950684,9.53674316406E-7,-1.90637240394E-6,0.0000119209289551,0,0,0,0,0,0,0,-0.00262939487584,0.000425912003266,0.0954052507877,-0.000340727623552,-0.000363599043339,0.000501103641,0.000189378275536,0,0,0,0,0,0,0,
6.96,-0.000596565820037,0.0102442431115,-2.71041902056,-0.941151828064,0.0160598162152,0.0155016488157,0.0153903547802,-0.046397713418,0.204229792923,-54.1106098582,-18.8238873795,0.319961836907,0.311520805338,0.306913683213,-0.0142065340005,0.061263478966,-16.2323682028,-5.64717330401,0.0959782636771,0.0934686401767,0.0920666598605,0.00001263617105,-0.0000450067054771,-0.000120100150525,0.0000224113464355,9.53674316406E-7,-9.4522266636E-7,7.62939453125E-6,0,0,0,0,0,0,0,0.00720325112343,-0.000755676184781,-0.00769998598844,0.0000958098607953,0.000172631815076,-0.000399481999921,0.000152921769768,0,0,0,0,0,0,0,
7,-0.000783640741612,0.0104530693432,-2.71037868836,-0.941170186294,0.0161141886048,0.0154988802899,0.0154354158916,0.00386650787184,0.209040606905,-54.4943593996,-18.8239045728,0.324620787795,0.311626187851,0.310178074775,0.00132278005075,0.0627120089051,-16.3506977001,-5.64717554556,0.0974057114694,0.0935015945391,0.0930656704069,-3.51670223608E-6,-6.50099673294E-6,-0.0000592999967921,0.0000219345092773,4.76837158203E-7,-3.71641885977E-6,4.76837158203E-6,0,0,0,0,0,0,0,0.000314558361424,0.000299243663903,-0.0620823055506,-0.000195261789486,-0.00028308108449,-0.0000105912331492,-0.000550692901015,0,0,0,0,0,0,0,
7.04,-0.000710660809717,0.00994092316314,-2.71130238649,-0.941188449157,0.0161040972166,0.015511717391,0.0154911104717,-0.0144544918965,0.198164447849,-54.281456988,-18.8214558244,0.320837396468,0.316365748406,0.311783171921,-0.0043383581998,0.0594438842263,-16.2848988402,-5.64641747101,0.0962408477082,0.0949608195268,0.0935512929303,5.60283433515E-6,0.000032901763916,-0.0000265162270807,0.0000224113464355,-1.74077149495E-6,-6.67540052746E-6,1.43051147461E-6,0,0,0,0,0,0,0,-0.00593515019864,-0.000195176296984,0.062417961657,-0.000144689111039,-7.70669430494E-8,0.000769048579969,-0.0000228442950174,0,0,0,0,0,0,0,
7.08,-0.000614857910217,0.0103557551014,-2.71236907955,-0.941216534866,0.0161203989074,0.0155959066358,0.0155713693526,0.0431538251412,0.208421736657,-54.1320257603,-18.8246550784,0.32161670178,0.294386661389,0.311423801517,0.0134082390702,0.0625374096191,-16.2386464295,-5.64739922669,0.0964784165642,0.0881699028223,0.0934271105758,-3.45710168403E-6,-0.000104258477222,-0.0000652345188428,0.0000209808349609,1.90734863281E-6,-5.7438451222E-6,-1.51375843416E-6,0,0,0,0,0,0,0,-0.00956177525222,-0.000189944519661,-0.0134276337922,-0.000445200130343,-0.000244503258727,0.0000514740822837,0.000304584624246,0,0,0,0,0,0,0,
7.12,-0.000664758688175,0.0113368300885,-2.71291103898,-0.941157788528,0.0161306171981,0.015513554915,0.0155758733402,-0.0159004777691,0.234097210552,-54.8226251479,-18.8236921956,0.324694101374,0.307263963062,0.311767029589,-0.00479185419743,0.0702905015722,-16.4514909141,-5.64711212889,0.0974255783906,0.0921541294582,0.0935321885665,-0.0000110269202196,0.0000801086425781,0.0000662803649902,0.0000171661376953,-3.53411473952E-6,-3.77658557227E-6,-3.44899376614E-6,0,0,0,0,0,0,0,-0.00197154679336,-0.000432117521996,-0.0138769075274,-0.00231221411377,0.000698836171068,-0.0033292779699,1.15754664876E-6,0,0,0,0,0,0,0,
7.16,-0.000562042414425,0.010777168643,-2.71381378708,-0.941126651062,0.0160713211784,0.0152749460391,0.0156791719199,-0.022361091985,0.228476311384,-54.2296446606,-18.8225106419,0.320347657786,0.313594392669,0.313818336344,-0.00680099629297,0.0686506679029,-16.265984303,-5.64675300608,0.0960953076209,0.0941457800664,0.0941474583861,-2.08617711905E-6,-3.60468379768E-6,0.000109195709229,0.0000152587890625,-3.46429715137E-7,0.0000166893005371,-7.31180762159E-6,0,0,0,0,0,0,0,0.00681230751798,-0.00101360841654,-0.00547674158588,0.0000422297453042,-0.000900857383385,0.000181062496267,0.000233206345001,0,0,0,0,0,0,0,
7.2,-0.000531566478999,0.0104582698877,-2.71464281617,-0.941114062561,0.0161154810098,0.0150773447207,0.0157561037617,-0.0207936104524,0.21020510474,-54.4432439607,-18.8225666642,0.321795604175,0.298095992935,0.312810324686,-0.00632276880967,0.0630701956469,-16.3342264185,-5.6467723777,0.0965343977856,0.089400040368,0.0938238328179,-7.09300593371E-6,-0.0000191498802451,0.000173091888428,0.0000185966491699,-2.14630949813E-6,0.0000219345092773,-0.0000109055299617,0,0,0,0,0,0,0,0.00429784087464,0.000859368126839,0.0103301834315,0.00212851515971,-0.0008821185329,0.000265437876806,0.000269535928965,0,0,0,0,0,0,0,
7.24,-0.000666147905206,0.0106130048094,-2.7151378685,-0.9411209767,0.0160336365333,0.0149246614627,0.015822712919,0.0025687866511,0.227129838283,-54.4348825168,-18.8231034484,0.320749855351,0.291447277116,0.31569478531,0.000903067201623,0.0682628660025,-16.3315657979,-5.64693673381,0.096225599311,0.0873754668671,0.0947021066507,-0.000019371511371,-0.0000343485880876,0.000126361846924,0.0000176429748535,2.86102294922E-6,0.0000271797180176,-0.0000137814458867,0,0,0,0,0,0,0,-0.00188909459393,0.000274727179203,0.0755388364196,0.00161668565124,0.00464987521991,0.00108742830344,7.48666934669E-7,0,0,0,0,0,0,0,
7.28,-0.000302362772588,0.0112139779387,-2.71332011757,-0.941108721985,0.0161144189344,0.01510633642,0.0158320002366,-0.0357225007368,0.22498895914,-54.3216498893,-18.8218709589,0.330802904522,0.306864516396,0.316773377576,-0.0109640439317,0.0675025994117,-16.2969553629,-5.64655875867,0.0993118257385,0.0920988364853,0.0950331247131,1.13248859179E-6,-9.17898069019E-6,0.0000524520874023,0.0000162124633789,-1.34291610721E-6,0.0000176429748535,-0.0000123798590721,0,0,0,0,0,0,0,0.00643976777792,-0.0000435535184806,-0.0325345136225,-0.000130595988594,-0.0000529384997208,-0.000733409833629,0.000045844091801,0,0,0,0,0,0,0,
7.32,-0.000354349791,0.0113269550053,-2.71272216378,-0.941211146606,0.0161443607972,0.0150609415225,0.0158100194015,-0.0627923028715,0.226928896496,-54.3712166201,-18.8180506327,0.313742466684,0.333091939269,0.310715875838,-0.0193019017536,0.068081917252,-16.3123380972,-5.64536375399,0.0940465337614,0.100193191021,0.0931690584831,-6.43731891614E-6,-0.0000510118625243,-6.73659269523E-6,0.0000209808349609,-1.45569958931E-6,0.0000209808349609,-0.0000145620742842,0,0,0,0,0,0,0,0.00982515141368,0.000906661094632,-0.00185304973274,0.00187653524335,-0.000620564445853,0.00115679216105,-0.000372714130208,0,0,0,0,0,0,0,
7.36,-0.000274770710807,0.00978191031643,-2.71415406561,-0.94124867369,0.0161082650823,0.0151394766025,0.015585897008,-0.0173514569961,0.197158316856,-54.4383360077,-18.8248121948,0.319896681577,0.29986125236,0.309067201175,-0.00530423745534,0.0591601626444,-16.3327945914,-5.64744231445,0.0959500993058,0.0899339733772,0.092698070861,-0.000012040155525,7.62939453125E-6,0.0000109672546387,0.0000209808349609,1.43051147461E-6,0.0000147819519043,-4.98412532579E-7,0,0,0,0,0,0,0,0.00282175350003,0.0000362350983778,0.00918193813413,-0.000212130718865,0.0000828204210848,0.00262376619503,0.0000814211089164,0,0,0,0,0,0,0,
7.4,-0.000242585841083,0.00997812880703,-2.71121652554,-0.941228312744,0.0160992231729,0.0151909750155,0.0155346283738,0.0345239217676,0.197429621366,-53.8692533111,-18.8253650262,0.320886598288,0.302030824875,0.309715239661,0.0106853068519,0.0592111117867,-16.1578170167,-5.64761616427,0.0962568306101,0.0905943418339,0.0929064274998,-0.0000229477736866,4.29153442383E-6,-0.0000846656548674,0.0000209808349609,9.53674316406E-7,0.0000114440917969,9.53674316406E-7,0,0,0,0,0,0,0,-0.00309473555535,0.000251470977673,-0.00269875046797,0.0000637179473415,0.0000922384206206,-0.0000579148618272,0.0000565466471016,0,0,0,0,0,0,0,
7.44,-0.000188958409403,0.00838151983787,-2.71055365714,-0.941178721679,0.0161137117452,0.0152827184848,0.0156433330083,0.0120614553397,0.175906010412,-54.5311450113,-18.824210816,0.326550577828,0.306164758099,0.316267144499,0.00375044179798,0.0528407665707,-16.362010769,-5.64726854798,0.0980008095393,0.0918536806664,0.0949084807193,-0.0000239014934778,0.0000181198120117,-0.0000487533179694,0.0000171661376953,-2.06301251637E-6,0.0000123977661133,-5.30207034899E-6,0,0,0,0,0,0,0,0.000453597167507,-0.0000798724504421,-0.0713974609971,5.69847179577E-6,-0.000720537966117,-0.000614663003944,-0.000540607026778,0,0,0,0,0,0,0,
7.48,-0.000401962127221,0.00968709997703,-2.71067108617,-0.941031569732,0.0161147138224,0.0151051443271,0.0156886064999,0.0130353975545,0.189019867542,-54.513508542,-18.8191624267,0.324804626063,0.300344472221,0.313155906098,0.00408624126719,0.0566666091627,-16.3565532861,-5.6457364866,0.0974623073991,0.0900886882135,0.0939416366303,-0.000016152876924,-0.0000307668960886,-0.0000884540713741,0.0000104904174805,-9.0756765303E-7,0.0000176429748535,-7.03252362655E-6,0,0,0,0,0,0,0,0.000127521736431,0.00098959193565,-0.0026347648818,0.00172600650694,-0.00210620928556,0.0016974513419,0.000150733394548,0,0,0,0,0,0,0,
7.52,-0.000159711200835,0.0104458277673,-2.71094629375,-0.941035050644,0.0160626911768,0.0151466291598,0.0157144975611,0.0405592351016,0.207560851222,-54.1339676532,-18.8159297175,0.318842111108,0.28921940404,0.317480631629,0.0125323826898,0.0622569578322,-16.2394823108,-5.64473915446,0.095632535729,0.0866515447192,0.0952707784921,-0.000032901771192,-0.000045748471166,-3.75823606191E-6,9.53674316406E-6,1.43051147461E-6,0.0000143051147461,-9.45110787143E-6,0,0,0,0,0,0,0,-0.00172231369652,0.000343385327142,0.0627316609025,-0.00022742751753,-0.000449120416306,-0.000274978170637,0.0000888667855179,0,0,0,0,0,0,0,
7.56,0.0000320560357026,0.0134011204186,-2.7103685763,-0.941020030273,0.016109296398,0.0152275484256,0.015787060044,0.0239886926719,0.265947056831,-54.531269074,-18.8196968064,0.321479512336,0.308634603797,0.317335891486,0.00739117090122,0.0797668224531,-16.3620798684,-5.64590317692,0.096437966904,0.0926244114332,0.0952140565342,-0.0000269413230853,-1.44058424212E-6,-2.44637567448E-6,9.05990600586E-6,-2.00135309569E-6,0.0000119209289551,-0.0000112090001494,0,0,0,0,0,0,0,-0.000609145674389,0.000403994345106,-0.0587989650667,-0.000259640219156,-0.000513490173034,0.000608350208495,0.000304303015582,0,0,0,0,0,0,0,
7.6,-0.000133633750379,0.00944286008693,-2.71197321873,-0.940946740402,0.0161314959934,0.015281669443,0.0158132232089,0.0202160548069,0.189630875674,-54.3282292507,-18.8188840268,0.322218459225,0.307010143698,0.317257250317,0.00625555585718,0.056895709985,-16.3022795479,-5.64566478486,0.0966621089289,0.0921145160663,0.0951854483129,-0.0000274777994491,-0.0000548693315068,0.0000247955322266,3.33786010742E-6,-4.83306848764E-6,3.33786010742E-6,-0.0000115189623102,0,0,0,0,0,0,0,-0.00547663075849,2.55823761108E-6,0.0058636944741,-0.000493318191729,-0.00136731634848,-0.00159505812917,0.000549198593944,0,0,0,0,0,0,0,
7.64,-0.000112605328654,0.0107003839549,-2.71229695617,-0.940890028948,0.016239147698,0.0153482142079,0.0158279347221,0.05204570571,0.211966083051,-54.5708201481,-18.8122411441,0.328227712204,0.305193005363,0.311607395275,0.016066193482,0.0635728116149,-16.3739533863,-5.6436260146,0.0984970199798,0.0915431409523,0.093440957756,-0.000026762512789,-0.0000158321272465,0.0000138282775879,5.72204589844E-6,-6.64223398417E-6,9.53674316406E-7,-0.0000131277147375,0,0,0,0,0,0,0,-0.00202243262902,-0.0000352764618583,0.00118851917796,0.00373121490702,0.000706578837708,0.000397831434384,-0.0000822374131531,0,0,0,0,0,0,0,
7.68,0.0000428732884715,0.0108247488406,-2.71318318412,-0.940988066668,0.0160091901721,0.0155360880196,0.0159026096888,-0.00534785063073,0.216432668277,-54.1741551266,-18.817972243,0.318454520426,0.326335862987,0.317281121548,-0.00165606615922,0.0649292812452,-16.2515006334,-5.64537676382,0.095521945436,0.0980308764176,0.0951779108624,-0.0000203251893254,-0.0000108192525659,-0.0000136823864523,8.58306884766E-6,5.72204589844E-6,-6.00374869464E-6,-0.0000158409657161,0,0,0,0,0,0,0,0.00182185682934,0.00149058608804,-0.0137147577479,0.000153030909132,0.000753065571189,0.00018808740424,0.000894020369742,0,0,0,0,0,0,0,
7.72,-0.000234366190675,0.0105875964819,-2.71165834981,-0.940991309161,0.0159975553455,0.0156199005701,0.0159905185228,-0.00041516241262,0.210214593252,-54.2831721007,-18.816460291,0.322342801954,0.312170881035,0.342270856264,-0.0000889473787788,0.063051566839,-16.2853683394,-5.6449100382,0.0967227713782,0.0936493715574,0.102868427594,-0.0000240206663875,-0.0000550926852156,0.0000324249267578,7.15255737305E-6,2.86102294922E-6,-0.0000106747884274,8.58306884766E-6,0,0,0,0,0,0,0,0.00264414330013,0.000327839923557,0.0469020940363,0.000061354279751,-0.0000971045810729,0.00044954335317,0.0476241670549,0,0,0,0,0,0,0,
7.76,-0.000306421487771,0.0107240754406,-2.71223369302,-0.940984776492,0.0161174147263,0.0154369372836,0.0154488108823,0.0113996706495,0.209498619996,-54.7265461209,-18.8250776641,0.323987062766,0.302753658888,0.308691182646,0.00356596869821,0.0628080619254,-16.4219794385,-5.64756815034,0.0972097752318,0.0907762219433,0.0926049795023,-0.0000296831767628,-0.000033161319152,0.0000228881835938,6.19888305664E-6,-1.91245612768E-6,-1.84220789379E-6,6.67572021484E-6,0,0,0,0,0,0,0,-0.00343177351169,-0.00164018454961,-0.052700266242,-0.000248023046879,-0.000839777523652,-0.00154196307994,-0.0000294903293252,0,0,0,0,0,0,0,
7.8,-0.000119703104433,0.00871603243471,-2.71193487112,-0.940900900835,0.0161492213486,0.0154974140525,0.0154366515347,-0.00292466602704,0.174372049668,-54.3711075538,-18.8139942254,0.320985908145,0.32759244986,0.313223413897,-0.000881821507598,0.0523120432418,-16.3124356839,-5.64416473603,0.09627911812,0.098424769698,0.0940044440292,-0.0000293851517199,0.0000243186950684,0.0000104904174805,1.90734863281E-6,-1.76663820639E-6,-2.46423041972E-6,7.62939453125E-6,0,0,0,0,0,0,0,0.00567664438859,0.000349939800799,0.0137371430174,-0.000167878941284,-0.0000551398843527,0.000433130539022,-0.000190073391423,0,0,0,0,0,0,0,
7.84,-0.000148135342901,0.0099249576819,-2.71247493801,-0.940829986536,0.0161251722784,0.0154408831286,0.0154430411527,0.0165835672377,0.189341943981,-54.7554416154,-18.8172692206,0.324961728373,0.283594828372,0.30786374861,0.00513795578879,0.0567262731138,-16.4323750382,-5.64518634525,0.0975090042018,0.0848682582267,0.0923508156294,-0.0000244379352807,5.72204589844E-6,-9.98310133582E-6,-4.24653717346E-6,-1.51235906287E-6,-1.39715689329E-6,6.67572021484E-6,0,0,0,0,0,0,0,0.00415752315894,0.000393331778469,-0.0096909403801,1.55210727826E-6,-0.000639882695395,0.00188132189214,-0.000496431370266,0,0,0,0,0,0,0,
7.88,-0.000332999884181,0.0109902327126,-2.70989201446,-0.940802123959,0.015979160125,0.0154555287649,0.015546514816,0.0127905201533,0.223213830618,-54.6550671169,-18.8140281615,0.318688471356,0.3067503887,0.310204473098,0.00399924369465,0.0669925589884,-16.4003303586,-5.64419166248,0.0955990853138,0.0920054483883,0.0930552934026,-0.0000113845280794,-0.0000351714115823,-0.0000429729225289,-3.44436398336E-6,5.72204589844E-6,9.53674316406E-7,1.43051147461E-6,0,0,0,0,0,0,0,-0.00144035869744,0.000299269740935,0.0241814497858,0.000494928332046,0.0000663225364406,0.000187239333172,0.0000418015115429,0,0,0,0,0,0,0,
7.92,-0.000255172923248,0.0117495391174,-2.71097404626,-0.940705150682,0.0159673822472,0.0153487830739,0.0156376720301,0.0403934784225,0.238074844948,-54.5454118746,-18.8158492187,0.326254925478,0.307217847229,0.305675483564,0.0124971846675,0.0714481540059,-16.3667827322,-5.64476931731,0.0979340383144,0.0921673723832,0.0916436620939,-0.0000233650262089,-4.97430346513E-6,-0.0000579418920097,-6.43093744657E-6,3.33786010742E-6,5.24520874023E-6,-3.39562120644E-6,0,0,0,0,0,0,0,-0.00200800271705,0.000637106481008,-0.027924336493,0.000108659471152,-0.000847065413836,0.000793183688074,-0.000493932166137,0,0,0,0,0,0,0,
7.96,-0.000199634202322,0.0100417412656,-2.71162975594,-0.94072007223,0.0160620344231,0.0153664260488,0.0157084087935,-0.0190193479421,0.206151981282,-53.9321568861,-18.8143626301,0.321191077024,0.30629121008,0.313759126423,-0.00583102658177,0.0618899040177,-16.1771434139,-5.64430846558,0.0963569096785,0.0918787187664,0.0941243291815,-0.0000105500730569,0.0000462532043457,-0.0000263839192485,-6.47444039714E-6,4.76837158203E-7,1.43051147461E-6,-6.10138386037E-6,0,0,0,0,0,0,0,-0.00359932519495,0.00245137466118,0.00731927296147,-0.000020376930479,-8.63778404891E-6,0.00171423691791,0.0000337997917086,0,0,0,0,0,0,0,
8,-0.000160658709096,0.010076407327,-2.71210104334,-0.940731074716,0.0161347069999,0.0155866636887,0.0154633287286,-0.0273229363439,0.197476367027,-53.874129123,-18.8142220212,0.322801053967,0.309181133037,0.310147106771,-0.00839779558785,0.0592091452787,-16.1591729724,-5.64426327742,0.0968412071398,0.0927330720716,0.0930514697996,-0.0000184774271474,0.000058650970459,0.0000224113464355,-6.05194463787E-6,-3.374990456E-7,-6.20884065938E-6,5.24520874023E-6,0,0,0,0,0,0,0,0.00245730462484,-0.00176189129706,0.0226552989334,-0.000139808282256,-0.0000761835835874,-0.000175479537575,0.00024367129663,0,0,0,0,0,0,0,
